property_id,property_link,listing_title,description,location,num_bedrooms,num_bathrooms,max_tenants,deposit,rent_pcm,bills_included,student_friendly,family_friendly,pet_friendly,smoker_friendly,available_from,min_tenancy_months,garden,parking,fireplace,furnishing,closest_station,closest_station_mins,postcode,scrape_date
1196107,https://www.openrent.co.uk//1196107,"Studio Flat, Clanricarde Gardens, W2","ZONE 1 LOCATION.All bills included, cleaning services biweekly included, TV and fully furnished, laundry room which is free to use.Looking for someone to take over my tenancy which ends in May.A lovely studio, with 5 minute walk from Kensington gardens and Nottinghill Gate station. Great transport links with the central line.Please get in touch if your interested! Â£900 deposit may be needed. Perfect for students, professionals, single/young couple, or anyone who wants to live central in a lovely flat!Also, they have on site maintenance so, if anything is wrong they will fix it for you!",London,1,1,2,900,1643,Yes,Yes,Yes,No,No,14-Sep-21,9,No,No,No,Furnished,Notting Hill Gate Station,4,W2,14-Sep-21
1212269,https://www.openrent.co.uk//1212269,"4 Bed Flat, Hamilton Terrace, NW8","To rent is this spacious four bedroom flat, 1310 sq ft / 121 sq m, on the top (second) floor of an elegant white stucco period conversion in one of St John's Wood's most sought after streets, Hamilton Terrace is a tree lined avenue close to the amenities of both St John's Wood and Maida Vale.Nearest tube stations are Maida Vale (Bakerloo line) - 0.2 miles and St John's Wood (Jubilee line) - 0.5 miles.Available 10th of October.",London,4,2,5,5749,4983,No,Yes,Yes,Yes,Yes,10-Oct-21,12,No,No,No,At tenant choice,"Maida Vale , Underground Station",4,NW8,14-Sep-21
1148786,https://www.openrent.co.uk//1148786,"1 Bed Flat, Collingham Place, SW5","SHORT LET ONLY-Bills included ( 1 to 6 months only)Uniquely styled and stunning beautifully presented ground floor flat ideally located for the many shops and restaurants available around Earls Court. Offering one large master bedroom with comfortable double bed, spacious open plan lounge area with double bed and kitchen-dinette. Modern family bathroom suite plus a separate second toilet.Fresh linen an towelling can be provided at extra cost.Getting aroundMoments walk from Earls Court tube station, West Brompton train station and only ten from South Kensington tube, V&A and Natural History museums.Nearest Stations:Earl's Court station - Zone 1/2West Brompton station - Zone 2Several Bus Stops in the surrounded area",London,1,1,4,2600,2600,Yes,Yes,Yes,No,No,14-Sep-21,1,No,No,No,Furnished,Earl's Court Station,5,SW5,14-Sep-21
1211524,https://www.openrent.co.uk//1211524,"2 Bed Flat, Yeate Street, N1","This well located property is arranged over the two top floors of a three storey Victorian Terrace in the East Canonbury conservation area.Marketed as a two bedroom flat, the second bedroom is a small single/or a study. The main bedroom is quiet and spacious, with plenty of storage space provided via twin fitted wardrobes.Original/traditional features include: Wooden sash windows; wooden shutters; traditional cast iron radiators; a working open fire-place and fitted shelving in the living room.Close to the popular area of De Beauvoir, with a number of independent cafes, restaurants, shops and pubs. Islington, Dalston and Hoxton are all walking distance. Essex Road (National Rail Services) Station is 0.5 miles away from the property with trains every 10 minutes. There are also numerous bus links from Southgate and Essex Road.The flat is to be let unfurnished although white goods in the kitchen are included - freestanding fridge/freezer; gas hob and electric oven; dishwasher and washing machine.Available from 11th October 2021",London,2,1,3,1950,1950,No,Yes,Yes,No,No,11-Oct-21,6,No,Yes,Yes,Unfurnished,Essex Road,8,N1,14-Sep-21
1143755,https://www.openrent.co.uk//1143755,"Room in a Shared Flat, Ecclesbourne Road, N1","***AVAILABLE NOW**** ANGEL AREA **If you rent more than one room discount available*Double Room A -Only for single useð§ð¼Â£170/WeekDouble Room B -Only for single useð§ð¼Â£180/WeekSingle Room C -Only for single useð§ð¼Â£150/WeekDouble Room E + Garden Only for single useð§ð¼Â£155/WeekAREA: ANGEL/ISLINGTON (ZONE 1)4 Amazing rooms located in zone 1, 3-5 minutes walk from Essex Road Station (Great Northen and 8 minutes by bus from Angel Station (Northen Line).The property has 5 bedrooms in total.The room is all furnished with, bed, wardrobes, desk & chair.The bathroom and kitchen are new refurbished.MINIMUM CONTRACT : 1 MONTHALL BILLS (Gas; Electricity; Water & Unlimited Wifi) INCLUDEDWEEKLY CLEANING SERVICE PROVIDEMaintenance :We have a dedicated maintenance team that are on hand to fix anything that goes wrong as quickly as possible; whether it's a broken appliance or a blownbulb, we will get it sorted straight away!Transport:Old Street (Northen Line and Rail Service) , Angel (Northen line) Islington (Overground and Victoria Line).Bus routes are right next to the property 24 hours.BUSES :476, 56, 73, 341, 38, operating 24/7Supermarkets, grocery stores and shops are all nearby. Super convenient transport links, quick and easy access to City of London and other major areas. Very Friendly & Clean flatmates!If this sounds a place you would like to call home , please send me aprivate message or give me a call!! These rooms will go FAST!PS: Not the right room for you? We have more than 600 rooms in and around London.Get in touch with your requirements and we'll find the perfect room for you!",London,5,1,5,300,650,Yes,Yes,No,No,Yes,14-Sep-21,1,Yes,No,No,Furnished,Essex Road,6,N1,14-Sep-21
1180433,https://www.openrent.co.uk//1180433,"1 Bed Flat, Pauline House, E1","This 1 bedroom flat is situated on the 5th floor. The block has 2 working elevators therefore you will never be out of one in use. The flat comes with separate living room. It has a large outside balcony overlooking the beautiful city skyline of the Shard, Gherkin tower and much more.,The flat has a good size kitchen and bathroom too. This Property is located in the heart of East London only 4 minutes walk to Whitechapel underground/overground and bus stations that will take you to the city in moments. It has excellent transport links and amenities such as parks restaurants and supermarkets etc..Close by is the famous Brick Lane, Colombia flower market, old Spitalfields market and the Whitechapel art gallery and plenty more.I am looking for professional persons either single or a couple. Property is waiting to undergo some renovation work which should be completed by beginning of next month.I look forward to your enquiries. Regards Oliv",London,1,1,3,1903,1650,No,Yes,Yes,Yes,Yes,14-Sep-21,6,No,Yes,No,Furnished,Whitechapel,4,E1,14-Sep-21
286260,https://www.openrent.co.uk//286260,"1 Bed Flat, Gordon Place, W8","Superb 1 bedroom apartment with roof terrace in the heart of Kensington.  - Living room with open plan kitchen- Bedroom opening on to roof terrace- Spacious bathroom (currently being refurbished)- Roof terrace usable all year round, with table and chairs, LED lighting and fantastic views of Kensington- Generous built in storage The apartment is partially furnished: double bed, dining table with chairs, shelving and storage, and a coffee table. If needed, the landlord can purchase a sofa bed for the living room. The apartment is currently being repainted in Farrow & Ball paint and the bathroom is being refurbished. Virgin Fibre High speed , BT Broadband, Sky Superfast broadband,  Satellite Sky Q connection installed into apartment (utility bills not included).This is the ideal Central London apartment situated in a tranquil and beautiful street in Kensington. Near to Kensington Place and Kensington High Street and in very close proximity to Notting Hill Gate, this apartment has easy access to both Central, Circle and District lines. Kensington Gardens / Hyde Park within 5 minute walk. Best suited to 1 person living, but can accommodate a couple.Subject to minimum 12 month assured short-hold tenancy agreement.",London,1,1,2,2475,2145,No,Yes,No,No,No,27-Sep-21,12,No,Yes,No,Furnished,High Street Kensington Station,4,W8,14-Sep-21
1184015,https://www.openrent.co.uk//1184015,"2 Bed Flat, Turin Street, E2","2 good size bedroomsSpacious lounge with Juliet balconyLocated a short walk from vibrant Brick Lane and Columbia RoadLiverpool street 10 minutes walk away.Great parks near-by - Weavers field, Mile end park, and Victoria parkGreat transport links - Number 8 (City) and 377 (Stratford) bus stops right outside property.Santander bike station right opposite the property10 minutes away from Bethnal Green underground station5 minutes from the transport links of Shoreditch High Street station The property comprises reception, kitchen, modern bathroom and two doubles . The property has double glazing",Bethnal Green,2,1,4,1750,1750,No,Yes,Yes,No,No,27-Sep-21,12,No,No,No,Unfurnished,Shoreditch High Street,10,E2,14-Sep-21
1184312,https://www.openrent.co.uk//1184312,"Studio Flat, Clanricarde Gardens, W2","HASSLE-FREE RENTING - ALL BILLS INCLUDEDFully Furnished | Serviced Apartment**VIDEO & IN-PERSON TOURS AVAILABLE**Offer DetailsThe price shown reflects the lowest rate for a 12-month stay. Minimum 6-month contract.Multiple room layouts available.All room rates vary based on room specifications and length of stay. The price shown reflects the lowest rate for a 12-month stay. Pricing breakdown for shorter stays:9 month stay = from Â£1,707 per month6 month stay = from Â£1,772 per month3 month stay =  from Â£1,837 per monthThis Studio is set within a beautiful historic Georgian conversion. Fully serviced, furnished and all bills included. Kitchenette & En-suite.  Key features:- Newly renovated fully furnished serviced studio - Close by transport links: 5-minute walk to Notting Hill station (central & district lines) - Close to shops, markets, restaurants, and Hyde park - One monthly bill covers everythingStudio features:* Double bed* En-suite * Private kitchenette* Desk* Wardrobe* Wall mounted TV* Storage cabinets* Built-in bedside lights* Bedding & linen Bills include:* Bi-weekly room cleaning* Bi-weekly linen change* Concierge Service* High-speed broadband Internet* Utilities (water, heating, electricity)* Council tax* TV license * On-call maintenance team Get in touch to book your viewing.",London,1,1,2,757,1642,Yes,Yes,Yes,No,Yes,05-Oct-21,3,No,No,No,Furnished,Notting Hill Gate Station,4,W2,14-Sep-21
1185694,https://www.openrent.co.uk//1185694,"Studio Flat, Clanricarde Gardens, W2","HASSLE-FREE RENTING - ALL BILLS INCLUDEDFully Furnished | Serviced Apartment**VIDEO & IN-PERSON TOURS AVAILABLE**Offer DetailsThe price shown reflects the lowest rate for a 12-month stay. Minimum 6-month contract.Multiple room layouts available.All room rates vary based on room specifications and length of stay. The price shown reflects the lowest rate for a 12-month stay. Pricing breakdown for shorter stays:9 month stay = from Â£1,707 per month6 month stay = from Â£1,772 per month3 month stay =  from Â£1,837 per monthThis Studio is set within a beautiful historic Georgian conversion. Fully serviced, furnished and all bills included. Kitchenette & En-suite.  Key features:- Newly renovated fully furnished serviced studio - Close by transport links: 5-minute walk to Notting Hill station (central & district lines) - Close to shops, markets, restaurants, and Hyde park - One monthly bill covers everythingStudio features:* Double bed* En-suite * Private kitchenette* Desk* Wardrobe* Wall mounted TV* Storage cabinets* Built-in bedside lights* Bedding & linen Bills include:* Bi-weekly room cleaning* Bi-weekly linen change* Concierge Service* High-speed broadband Internet* Utilities (water, heating, electricity)* Council tax* TV license * On-call maintenance team Get in touch to book your viewing.",London,1,1,2,757,1642,Yes,Yes,Yes,No,Yes,05-Oct-21,3,No,No,No,Furnished,Notting Hill Gate Station,4,W2,14-Sep-21
